organism_name	species_id	data_type	qv_score	error_rate	assembly_accession	size_mb	date	modify_date	taxid	bioproject_accession	bioproject_id	group	subgroup	gc%	replicons	wgs	scaffolds	genes	proteins	release_date	status	center	biosample_accession
Sebastes umbrosus	fSebUmb1	10x	39.5234	0.0001116	GCA_015220745.1	800.904	09/16/19	11/3/20	72105	PRJNA675852	675852	Animals	Fishes	40.7762	chromosome 1:NC_051269.1/CM026752.1; chromosome 2:NC_051270.1/CM026753.1; chromosome 3:NC_051271.1/CM026754.1; chromosome 4:NC_051272.1/CM026755.1; chromosome 5:NC_051273.1/CM026756.1; chromosome 6:NC_051274.1/CM026757.1; chromosome 7:NC_051275.1/CM026758.1; chromosome 8:NC_051276.1/CM026759.1; chromosome 9:NC_051277.1/CM026760.1; chromosome 10:NC_051278.1/CM026761.1; chromosome 11:NC_051279.1/CM026762.1; chromosome 12:NC_051280.1/CM026763.1; chromosome 13:NC_051281.1/CM026764.1; chromosome 14:NC_051282.1/CM026765.1; chromosome 15:NC_051283.1/CM026766.1; chromosome 16:NC_051284.1/CM026767.1; chromosome 17:NC_051285.1/CM026768.1; chromosome 18:NC_051286.1/CM026769.1; chromosome 19:NC_051287.1/CM026770.1; chromosome 20:NC_051288.1/CM026771.1; chromosome 21:NC_051289.1/CM026772.1; chromosome 22:NC_051290.1/CM026773.1; chromosome 23:NC_051291.1/CM026774.1; chromosome 24:NC_051292.1/CM026775.1; mitochondrion MT:CM026822.1	JADCQQ01	138	30334	50695	11/2/20	Chromosome	NCBI	SAMN12629503
Silurus aristotelis	fSilAri3	Pacbio_hifi	53.6192	4.35E-06	GCA_946808225.1	800.119	09/14/22	9/14/22	933932	PRJEB55686	875874	Animals	Fishes	38.8482	chromosome 1:OX327753.1; chromosome 2:OX327754.1; chromosome 3:OX327755.1; chromosome 4:OX327756.1; chromosome 5:OX327757.1; chromosome 6:OX327758.1; chromosome 7:OX327759.1; chromosome 8:OX327760.1; chromosome 9:OX327761.1; chromosome 10:OX327762.1; chromosome 11:OX327763.1; chromosome 12:OX327764.1; chromosome 13:OX327765.1; chromosome 14:OX327766.1; chromosome 15:OX327767.1; chromosome 16:OX327768.1; chromosome 17:OX327769.1; chromosome 18:OX327770.1; chromosome 19:OX327771.1; chromosome 20:OX327772.1; chromosome 21:OX327773.1; chromosome 22:OX327774.1; chromosome 23:OX327775.1; chromosome 24:OX327776.1; chromosome 25:OX327777.1; chromosome 26:OX327778.1; chromosome 27:OX327779.1; chromosome 28:OX327780.1; chromosome 29:OX327781.1; mitochondrion MT:OX327782.1	CAMPEY01	241	-	-	9/10/22	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA12595289
Sorex araneus	mSorAra1	Pacbio_hifi	59.87	1.03E-06	GCA_027595985.1	2406.01	05/04/22	1/9/23	42254	PRJNA916523	916523	Animals	Mammals	43.2641	chromosome 1:CM050716.1; chromosome 2:CM050717.1; chromosome 3:CM050718.1; chromosome 4:CM050719.1; chromosome 5:CM050720.1; chromosome 6:CM050721.1; chromosome 7:CM050722.1; chromosome 8:CM050723.1; chromosome 9:CM050724.1; chromosome 10:CM050725.1; chromosome 11:CM050726.1; chromosome X:CM050727.1; mitochondrion MT:CM050753.1	JAQBIA01	66	-	-	1/6/23	Chromosome	Vertebrate Genomes Project	SAMN32477717
Sparus aurata	fSpaAur1	10x	41.9735	6.35E-05	GCA_900880675.1	833.595	02/26/18	4/23/21	8175	PRJEB31901	529849	Animals	Fishes	41.9489	chromosome 1:NC_044187.1/LR537121.1; chromosome 2:NC_044188.1/LR537122.1; chromosome 3:NC_044189.1/LR537123.1; chromosome 4:NC_044190.1/LR537124.1; chromosome 5:NC_044191.1/LR537125.1; chromosome 6:NC_044192.1/LR537126.1; chromosome 7:NC_044193.1/LR537127.1; chromosome 8:NC_044194.1/LR537128.1; chromosome 9:NC_044195.1/LR537129.1; chromosome 10:NC_044196.1/LR537130.1; chromosome 11:NC_044197.1/LR537131.1; chromosome 12:NC_044198.1/LR537132.1; chromosome 13:NC_044199.1/LR537133.1; chromosome 14:NC_044200.1/LR537134.1; chromosome 15:NC_044201.1/LR537135.1; chromosome 16:NC_044202.1/LR537136.1; chromosome 17:NC_044203.1/LR537137.1; chromosome 18:NC_044204.1/LR537138.1; chromosome 19:NC_044205.1/LR537139.1; chromosome 20:NC_044206.1/LR537140.1; chromosome 21:NC_044207.1/LR537141.1; chromosome 22:NC_044208.1/LR537142.1; chromosome 23:NC_044209.1/LR537143.1; chromosome 24:NC_044210.1/LR537144.1; mitochondrion MT:NC_024236.1/	CAAHFC01	176	32008	52790	3/29/19	Chromosome	Wellcome Sanger Institute	SAMEA104384835
Spea bombifrons	aSpeBom1	Pacbio_hifi	66.2964	2.35E-07	GCA_027358695.2	987.655	12/09/21	12/27/22	233779	PRJNA930407	930407	Animals	Amphibians	40.4882	chromosome 1:CM049770.1; chromosome 2:CM049771.1; chromosome 3:CM049772.1; chromosome 4:CM049773.1; chromosome 5:CM049774.1; chromosome 6:CM049775.1; chromosome 7:CM049776.1; chromosome 8:CM049777.1; chromosome 9:CM049778.1; chromosome 10:CM049779.1; chromosome 11:CM049780.1; chromosome 12:CM049781.1; chromosome 13:CM049782.1	JAPZAL01	17	-	-	12/27/22	Chromosome	NCBI	SAMN28408467
Sphaeramia orbicularis	fSphaOr1	10x	34.8523	0.00032717	GCA_902148855.1	1342.66	9/2/18	6/28/19	375764	PRJEB33177	551165	Animals	Fishes	37.9311	chromosome 1:NC_043957.1/LR597458.1; chromosome 2:NC_043958.1/LR597459.1; chromosome 3:NC_043959.1/LR597460.1; chromosome 4:NC_043960.1/LR597461.1; chromosome 5:NC_043961.1/LR597462.1; chromosome 6:NC_043962.1/LR597463.1; chromosome 7:NC_043963.1/LR597464.1; chromosome 8:NC_043964.1/LR597465.1; chromosome 9:NC_043965.1/LR597466.1; chromosome 10:NC_043966.1/LR597467.1; chromosome 11:NC_043967.1/LR597468.1; chromosome 12:NC_043968.1/LR597469.1; chromosome 13:NC_043969.1/LR597470.1; chromosome 14:NC_043970.1/LR597471.1; chromosome 15:NC_043971.1/LR597472.1; chromosome 16:NC_043972.1/LR597473.1; chromosome 17:NC_043973.1/LR597474.1; chromosome 18:NC_043974.1/LR597475.1; chromosome 19:NC_043975.1/LR597476.1; chromosome 20:NC_043976.1/LR597477.1; chromosome 21:NC_043977.1/LR597478.1; chromosome 22:NC_043978.1/LR597479.1; chromosome 24:NC_043979.1/LR597480.1	CABFVN01	340	29725	42318	6/28/19	Chromosome	Wellcome Sanger Institute	SAMEA4966328
Spheniscus humboldti	bSphHum1	Pacbio_hifi	63.4031	4.57E-07	GCA_027474245.1	1358.36	11/17/21	12/28/22	9240	PRJNA838343	838343	Animals	Birds	43.9285	chromosome 1:CM049887.1; chromosome 2:CM049888.1; chromosome 3:CM049889.1; chromosome 4:CM049890.1; chromosome 5:CM049891.1; chromosome 6:CM049892.1; chromosome 7:CM049893.1; chromosome 8:CM049894.1; chromosome 9:CM049895.1; chromosome 10:CM049896.1; chromosome 11:CM049897.1; chromosome 12:CM049898.1; chromosome 13:CM049899.1; chromosome 14:CM049900.1; chromosome 15:CM049901.1; chromosome 16:CM049902.1; chromosome 17:CM049903.1; chromosome 18:CM049904.1; chromosome 19:CM049905.1; chromosome 20:CM049906.1; chromosome 21:CM049907.1; chromosome 22:CM049908.1; chromosome 23:CM049909.1; chromosome 24:CM049910.1; chromosome 25:CM049911.1; chromosome 26:CM049912.1; chromosome 27:CM049913.1; chromosome 28:CM049914.1; chromosome 29:CM049915.1; chromosome 30:CM049916.1; chromosome 31:CM049917.1; chromosome 32:CM049918.1; chromosome 33:CM049919.1; chromosome 34:CM049920.1; chromosome 35:CM049921.1; chromosome W:CM049922.1; chromosome Z:CM049923.1	JAPZLJ01	136	-	-	12/27/22	Chromosome	Vertebrate Genomes Project	SAMN28408465
Sterna hirundo	bSteHir1	10x	43.7901	4.18E-05	GCA_009819605.1	1229.97	06/05/19	12/23/19	108405	PRJNA558062	558062	Animals	Birds	43.0693	chromosome 1:CM020437.1; chromosome 2:CM020438.1; chromosome 3:CM020439.1; chromosome 4:CM020440.1; chromosome 5:CM020441.1; chromosome 6:CM020442.1; chromosome 7:CM020443.1; chromosome 8:CM020444.1; chromosome 9:CM020445.1; chromosome 10:CM020446.1; chromosome 11:CM020447.1; chromosome 12:CM020448.1; chromosome 13:CM020449.1; chromosome 14:CM020450.1; chromosome 15:CM020451.1; chromosome 16:CM020452.1; chromosome 17:CM020453.1; chromosome 18:CM020454.1; chromosome 19:CM020455.1; chromosome 20:CM020456.1; chromosome 21:CM020457.1; chromosome 22:CM020458.1; chromosome 23:CM020459.1; chromosome 24:CM020460.1; chromosome 25:CM020461.1; chromosome W:CM020463.1; chromosome Z:CM020462.1; mitochondrion MT:CM020500.1	WNMW01	123	-	-	12/23/19	Chromosome	Vertebrate Genomes Project	SAMN12369541
Streptopelia turtur	bStrTur1	10x	36.5178	0.00022296	GCA_901699155.2	1178.82	03/02/18	5/9/21	177155	PRJEB32724	544846	Animals	Birds	41.8379	chromosome 1:LR594551.2; chromosome 2:LR594552.1; chromosome 3:LR594553.2; chromosome 4:LR594554.2; chromosome 5:LR594556.1; chromosome 6:LR594558.1; chromosome 7:LR594557.1; chromosome 8:LR594559.1; chromosome 9:LR594560.2; chromosome 10:LR594562.1; chromosome 11:LR594563.1; chromosome 12:LR594561.1; chromosome 13:LR594564.1; chromosome 14:LR594565.1; chromosome 15:LR594567.2; chromosome 17:LR594569.2; chromosome 18:LR594570.2; chromosome 19:LR594568.1; chromosome 20:LR594566.1; chromosome 21:LR594571.2; chromosome 22:LR594577.1; chromosome 23:LR594572.1; chromosome 24:LR594573.1; chromosome 25:LR594579.1; chromosome 26:LR594575.2; chromosome 27:LR594576.2; chromosome 28:LR594574.2; chromosome 29:OU015479.1; chromosome 30:LR594580.2; chromosome 32:LR594581.1; chromosome 33:LR594578.1; chromosome Z:LR594555.2; chromosome W:OU015480.1	CABFKC02	311	-	-	5/31/19	Chromosome	Wellcome Sanger Institute	SAMEA994735
Strigops habroptila	bStrHab1	10x	43.2103	4.78E-05	GCA_004027225.2	1148.6	04/12/18	3/26/20	2489341	PRJNA558775	558775	Animals	Birds	42.0327	chromosome 1:NC_044277.2/CM013761.2; chromosome 2:NC_044278.2/CM013762.2; chromosome 3:NC_044279.2/CM013764.2; chromosome 4:NC_046358.1/CM013765.1; chromosome 5:NC_044281.2/CM013766.2; chromosome 6:NC_044282.2/CM013767.2; chromosome 7:NC_044283.2/CM013768.2; chromosome 8:NC_044284.2/CM013769.2; chromosome 9:NC_044285.2/CM013770.2; chromosome 10:NC_046359.1/CM013771.1; chromosome 11:NC_046360.1/CM013772.1; chromosome 12:NC_044288.2/CM013774.2; chromosome 13:NC_044289.2/CM013775.2; chromosome 14:NC_044290.2/CM013776.2; chromosome 15:NC_044291.2/CM013777.2; chromosome 16:NC_044292.2/CM013778.2; chromosome 17:NC_044293.2/CM013779.2; chromosome 18:NC_044294.2/CM013780.2; chromosome 19:NC_044295.2/CM013781.2; chromosome 20:NC_044296.2/CM013782.2; chromosome 21:NC_044297.2/CM013783.2; chromosome 22:NC_044298.2/CM013784.2; chromosome 23:NC_044299.2/CM013785.2; chromosome W:NC_044301.2/CM013773.2; chromosome Z:NC_044302.2/CM013763.2; mitochondrion MT:CM013787.2	RXXE02	89	19379	43613	1/10/19	Chromosome	NCBI	SAMN09948751
Suncus etruscus	mSunEtr1	10x	37.504	0.00017766	GCA_024139225.1	2471.67	12/18/20	7/6/22	109475	PRJNA862492	862492	Animals	Mammals	39.8447	chromosome 1:NC_064848.1/CM043972.1; chromosome 2:NC_064849.1/CM043973.1; chromosome 3:NC_064850.1/CM043974.1; chromosome 4:NC_064851.1/CM043975.1; chromosome 5:NC_064852.1/CM043976.1; chromosome 6:NC_064853.1/CM043977.1; chromosome 7:NC_064854.1/CM043978.1; chromosome 8:NC_064855.1/CM043979.1; chromosome 9:NC_064856.1/CM043980.1; chromosome 10:NC_064857.1/CM043981.1; chromosome 11:NC_064858.1/CM043982.1; chromosome 12:NC_064859.1/CM043983.1; chromosome 13:NC_064860.1/CM043984.1; chromosome 14:NC_064861.1/CM043985.1; chromosome 15:NC_064862.1/CM043986.1; chromosome 16:NC_064863.1/CM043987.1; chromosome 17:NC_064864.1/CM043988.1; chromosome 18:NC_064865.1/CM043989.1; chromosome 19:NC_064866.1/CM043990.1; chromosome 20:NC_064867.1/CM043991.1; chromosome X:NC_064868.1/CM043992.1; chromosome Y:NC_064869.1/CM043993.1; mitochondrion MT:CM044019.1	JAMYDX01	147	39091	26602	7/5/22	Chromosome	NCBI	SAMN28420931
Sylvia atricapilla	bSylAtr1	10x	37.3458	0.00018425	GCA_009819655.1	1066.79	07/09/19	12/31/19	48155	PRJNA558064	558064	Animals	Birds	42.0834	chromosome 1:CM020465.1; chromosome 2:CM020466.1; chromosome 3:CM020467.1; chromosome 4:CM020468.1; chromosome 5:CM020469.1; chromosome 6:CM020470.1; chromosome 7:CM020471.1; chromosome 8:CM020472.1; chromosome 9:CM020473.1; chromosome 10:CM020474.1; chromosome 11:CM020475.1; chromosome 12:CM020476.1; chromosome 13:CM020477.1; chromosome 14:CM020478.1; chromosome 15:CM020479.1; chromosome 16:CM020480.1; chromosome 17:CM020481.1; chromosome 18:CM020482.1; chromosome 19:CM020483.1; chromosome 20:CM020484.1; chromosome 21:CM020485.1; chromosome 22:CM020486.1; chromosome 23:CM020487.1; chromosome 24:CM020488.1; chromosome 25:CM020489.1; chromosome 26:CM020490.1; chromosome 27:CM020491.1; chromosome 28:CM020492.1; chromosome 29:CM020493.1; chromosome 30:CM020494.1; chromosome 31:CM020495.1; chromosome 32:CM020496.1; chromosome 33:CM020497.1; chromosome W:CM020499.1; chromosome Z:CM020498.1	WNMY01	189	-	-	12/23/19	Chromosome	Vertebrate Genomes Project	SAMN12369542
Sylvia borin	bSylBor1	10x	45.692	2.70E-05	GCA_014839755.1	1045.65	01/28/20	10/2/20	73324	PRJNA561945	561945	Animals	Birds	42.078	chromosome 1:CM025957.1; chromosome 2:CM025958.1; chromosome 3:CM025959.1; chromosome 4:CM025960.1; chromosome 5:CM025961.1; chromosome 6:CM025962.1; chromosome 7:CM025963.1; chromosome 8:CM025964.1; chromosome 9:CM025965.1; chromosome 10:CM025966.1; chromosome 11:CM025967.1; chromosome 12:CM025968.1; chromosome 13:CM025969.1; chromosome 14:CM025970.1; chromosome 15:CM025971.1; chromosome 16:CM025972.1; chromosome 17:CM025973.1; chromosome 18:CM025974.1; chromosome 19:CM025975.1; chromosome 20:CM025976.1; chromosome 21:CM025977.1; chromosome 22:CM025978.1; chromosome 23:CM025979.1; chromosome 24:CM025980.1; chromosome 25:CM025981.1; chromosome 26:CM025982.1; chromosome 27:CM025983.1; chromosome 28:CM025984.1; chromosome 29:CM025985.1; chromosome 30:CM025986.1; chromosome 31:CM025987.1; chromosome 32:CM025988.1; chromosome 33:CM025989.1; chromosome 34:CM025990.1; chromosome 35:CM025991.1; chromosome 36:CM025992.1; chromosome Z:CM025993.1	JACEWE01	176	-	-	9/30/20	Chromosome	Vertebrate Genomes Project	SAMN12618613
Syngnathus acus	fSynAcu1	10x	43.2868	4.69E-05	GCA_901709675.2	324.331	08/03/18	7/10/20	161584	PRJEB32741	544849	Animals	Fishes	43.4543	chromosome 1:NC_051087.1/LR594587.1; chromosome 2:NC_051088.1/LR594588.1; chromosome 3:NC_051089.1/LR594589.1; chromosome 4:NC_051090.1/LR594590.1; chromosome 5:NC_051091.1/LR594591.1; chromosome 6:NC_051092.1/LR594592.1; chromosome 8:NC_051093.1/LR594593.1; chromosome 9:NC_051094.1/LR594594.1; chromosome 10:NC_051095.1/LR594595.1; chromosome 11:NC_051096.1/LR594596.1; chromosome 12:NC_051097.1/LR594597.1; chromosome 13:NC_051098.1/LR594598.1; chromosome 14:NC_051099.1/LR594599.1; chromosome 15:NC_051100.1/LR594600.1; chromosome 16:NC_051101.1/LR594601.1; chromosome 17:NC_051102.1/LR594602.1; chromosome 19:NC_051103.1/LR594603.1; chromosome 20:NC_051104.1/LR594604.1; chromosome 21:NC_051105.1/LR594605.1; chromosome 22:NC_051106.1/LR594606.1; chromosome 23:NC_051107.1/LR594607.1; chromosome 24:NC_051108.1/LR594608.1; mitochondrion MT:LR822065.1	CABFKE02	87	24927	41949	5/28/19	Chromosome	Wellcome Sanger Institute	SAMEA104381750
Tachyglossus aculeatus	mTacAcu1	10x	44.6619	3.42E-05	GCA_015852505.1	2213	08/18/19	12/9/20	9261	PRJNA687514	687514	Animals	Mammals	45.3597	chromosome 1:NC_052066.1/CM027595.1; chromosome 2:NC_052067.1/CM027596.1; chromosome 3:NC_052068.1/CM027598.1; chromosome 4:NC_052069.1/CM027600.1; chromosome 5:NC_052070.1/CM027602.1; chromosome 6:NC_052071.1/CM027604.1; chromosome 7:NC_052072.1/CM027606.1; chromosome 8:NC_052073.1/CM027607.1; chromosome 9:NC_052074.1/CM027608.1; chromosome 10:NC_052075.1/CM027609.1; chromosome 11:NC_052076.1/CM027610.1; chromosome 12:NC_052077.1/CM027611.1; chromosome 13:NC_052078.1/CM027612.1; chromosome 14:NC_052079.1/CM027613.1; chromosome 15:NC_052080.1/CM027614.1; chromosome 16:NC_052081.1/CM027615.1; chromosome 17:NC_052082.1/CM027616.1; chromosome 18:NC_052083.1/CM027617.1; chromosome 19:NC_052084.1/CM027618.1; chromosome 20:NC_052085.1/CM027619.1; chromosome 21:NC_052086.1/CM027620.1; chromosome 22:NC_052087.1/CM027621.1; chromosome 23:NC_052088.1/CM027622.1; chromosome 24:NC_052089.1/CM027623.1; chromosome 25:NC_052090.1/CM027624.1; chromosome 26:NC_052091.1/CM027625.1; chromosome 27:NC_052092.1/CM027626.1; chromosome Y1:NC_052093.1/CM027627.1; chromosome Y2:NC_052094.1/CM027628.1; chromosome Y3:NC_052095.1/CM027629.1; chromosome Y4:NC_052096.1/CM027630.1; chromosome X5:NC_052097.1/CM027605.1; chromosome X4:NC_052098.1/CM027603.1; chromosome X3:NC_052099.1/CM027601.1; chromosome X2:NC_052100.1/CM027599.1; chromosome X1:NC_052101.1/CM027597.1; mitochondrion MT:CM027631.1	JADRJE01	310	31147	33269	12/8/20	Chromosome	NCBI	SAMN12634963
Taeniopygia guttata	bTaeGut2.pat	10x	43.6688	4.30E-05	GCA_008822105.2	1068.99	04/12/22	4/7/22	59729	PRJNA577119	577119	Animals	Birds	41.6235	chromosome 1:CM018230.2; chromosome 1A:CM018231.2; chromosome 2:CM018232.2; chromosome 3:CM018233.2; chromosome 4:CM018234.2; chromosome 4A:CM018235.2; chromosome 5:CM018236.2; chromosome 6:CM018237.2; chromosome 7:CM018238.2; chromosome 8:CM018239.2; chromosome 9:CM018240.2; chromosome 10:CM018241.2; chromosome 11:CM018242.2; chromosome 12:CM018243.2; chromosome 13:CM018244.2; chromosome 14:CM018245.2; chromosome 15:CM018246.2; chromosome 17:CM018247.2; chromosome 18:CM018248.2; chromosome 19:CM018249.2; chromosome 20:CM018250.2; chromosome 21:CM018251.2; chromosome 22:CM018252.2; chromosome 23:CM018253.2; chromosome 24:CM018254.2; chromosome 25:CM018255.2; chromosome 26:CM018256.2; chromosome 27:CM018257.2; chromosome 28:CM018258.2; chromosome Z:CM018259.2; chromosome 29:CM021175.1; chromosome W:NC_045028.1/CM018260.2; mitochondrion MT:NC_007897.1/CM018229.2	VOHI02	205	202	186	10/3/19	Chromosome	NCBI	SAMN09946140
Taeniopygia guttata	bTaeGut2.mat	10x	43.3523	4.62E-05	GCA_008822115.3	995.953	04/12/22	4/7/22	59729	PRJNA489100	489100	Animals	Birds	41.8986	chromosome 1:CM018802.2; chromosome 1A:CM018261.2; chromosome 2:CM018262.2; chromosome 3:CM018263.2; chromosome 4:CM018264.2; chromosome 4A:CM018265.2; chromosome 5:CM018266.2; chromosome 6:CM018267.2; chromosome 7:CM018268.2; chromosome 8:CM018269.2; chromosome 9:CM018270.2; chromosome 10:CM018271.2; chromosome 11:CM018272.2; chromosome 12:CM018273.2; chromosome 13:CM018274.2; chromosome 14:CM018275.2; chromosome 15:CM018276.2; chromosome 17:CM018277.2; chromosome 18:CM018278.2; chromosome 19:CM018803.2; chromosome 20:CM018279.2; chromosome 21:CM018280.2; chromosome 22:CM018804.2; chromosome 23:CM018281.2; chromosome 24:CM018282.2; chromosome 25:CM018283.2; chromosome 26:CM018284.2; chromosome 27:CM018285.2; chromosome 28:CM018286.2; chromosome W:CM018287.2; chromosome 29:CM018805.2; mitochondrion MT:CM018288.2	VOHG03	206	-	-	10/3/19	Chromosome	Vertebrate Genomes Project	SAMN09946140
Taeniopygia guttata	bTaeGut2.pat	Pacbio_hifi	43.3182	4.66E-05	GCA_008822105.2	1068.99	4/7/22	4/7/22	59729	PRJNA577119	577119	Animals	Birds	41.6235	chromosome 1:CM018230.2; chromosome 1A:CM018231.2; chromosome 2:CM018232.2; chromosome 3:CM018233.2; chromosome 4:CM018234.2; chromosome 4A:CM018235.2; chromosome 5:CM018236.2; chromosome 6:CM018237.2; chromosome 7:CM018238.2; chromosome 8:CM018239.2; chromosome 9:CM018240.2; chromosome 10:CM018241.2; chromosome 11:CM018242.2; chromosome 12:CM018243.2; chromosome 13:CM018244.2; chromosome 14:CM018245.2; chromosome 15:CM018246.2; chromosome 17:CM018247.2; chromosome 18:CM018248.2; chromosome 19:CM018249.2; chromosome 20:CM018250.2; chromosome 21:CM018251.2; chromosome 22:CM018252.2; chromosome 23:CM018253.2; chromosome 24:CM018254.2; chromosome 25:CM018255.2; chromosome 26:CM018256.2; chromosome 27:CM018257.2; chromosome 28:CM018258.2; chromosome Z:CM018259.2; chromosome 29:CM021175.1; chromosome W:NC_045028.1/CM018260.2; mitochondrion MT:NC_007897.1/CM018229.2	VOHI02	205	202	186	10/3/19	Chromosome	NCBI	SAMN09946140
Taeniopygia guttata	bTaeGut2.mat	Pacbio_hifi	42.9776	5.04E-05	GCA_008822115.3	995.953	4/7/22	4/7/22	59729	PRJNA489100	489100	Animals	Birds	41.8986	chromosome 1:CM018802.2; chromosome 1A:CM018261.2; chromosome 2:CM018262.2; chromosome 3:CM018263.2; chromosome 4:CM018264.2; chromosome 4A:CM018265.2; chromosome 5:CM018266.2; chromosome 6:CM018267.2; chromosome 7:CM018268.2; chromosome 8:CM018269.2; chromosome 9:CM018270.2; chromosome 10:CM018271.2; chromosome 11:CM018272.2; chromosome 12:CM018273.2; chromosome 13:CM018274.2; chromosome 14:CM018275.2; chromosome 15:CM018276.2; chromosome 17:CM018277.2; chromosome 18:CM018278.2; chromosome 19:CM018803.2; chromosome 20:CM018279.2; chromosome 21:CM018280.2; chromosome 22:CM018804.2; chromosome 23:CM018281.2; chromosome 24:CM018282.2; chromosome 25:CM018283.2; chromosome 26:CM018284.2; chromosome 27:CM018285.2; chromosome 28:CM018286.2; chromosome W:CM018287.2; chromosome 29:CM018805.2; mitochondrion MT:CM018288.2	VOHG03	206	-	-	10/3/19	Chromosome	Vertebrate Genomes Project	SAMN09946140
Taeniopygia guttata	bTaeGut1	10x	33.947	0.000403	GCA_003957565.4	1056.27	04/12/18	5/26/21	59729	PRJNA558048	558048	Animals	Birds	41.8944	chromosome 1:NC_044211.2/CM012081.2; chromosome 1A:NC_044212.2/CM012082.2; chromosome 2:NC_044213.2/CM012083.2; chromosome 3:NC_044214.2/CM012084.2; chromosome 4:NC_044215.2/CM012085.2; chromosome 4A:NC_044216.2/CM012086.2; chromosome 5:NC_044217.2/CM012087.2; chromosome 6:NC_044218.2/CM012088.2; chromosome 7:NC_044219.2/CM012089.2; chromosome 8:NC_044220.2/CM012090.2; chromosome 9:NC_044221.2/CM012091.2; chromosome 10:NC_044222.2/CM012092.2; chromosome 11:NC_044223.2/CM012093.2; chromosome 12:NC_044224.2/CM012094.2; chromosome 13:NC_044225.2/CM012095.2; chromosome 14:NC_044226.2/CM012096.2; chromosome 15:NC_044227.2/CM012097.2; chromosome 16:NC_044228.2/CM012098.2; chromosome 17:NC_044229.2/CM012099.2; chromosome 18:NC_044230.2/CM012100.2; chromosome 19:NC_044231.2/CM012101.2; chromosome 20:NC_044232.2/CM012102.2; chromosome 21:NC_044233.2/CM012103.2; chromosome 22:NC_044234.2/CM012104.2; chromosome 23:NC_044235.2/CM012105.2; chromosome 24:NC_044236.2/CM012106.2; chromosome 25:NC_044237.2/CM012107.2; chromosome 26:NC_044238.2/CM012108.2; chromosome 27:NC_044239.2/CM012110.2; chromosome 28:NC_044240.2/CM012112.2; chromosome Z:NC_044241.2/CM012113.2; chromosome W:NC_045028.1/CM018260.2; chromosome 29:NC_044242.2/CM012109.2; chromosome 30:NC_044243.2/CM012111.2; chromosome 31:NC_054763.1/CM025860.2; chromosome 32:NC_054764.1/CM025861.2; chromosome 33:NC_054765.1/CM025862.2; chromosome 34:NC_054766.1/CM025863.2; chromosome 35:NC_054767.1/CM025864.2; chromosome 36:NC_054768.1/CM025865.2; chromosome 37:NC_054769.1/CM030979.1; mitochondrion MT:NC_007897.1/CM016613.2	RRCB02	199	21957	41214	12/20/18	Chromosome	NCBI	SAMN02981239
Takifugu rubripes	fTakRub1	10x	37.6711	0.00017096	GCA_901000725.2	384.127	04/12/18	4/23/21	31033	PRJEB31988	530951	Animals	Fishes	45.6992	chromosome 1:NC_042285.1/LR584231.2; chromosome 2:NC_042286.1/LR584245.2; chromosome 3:NC_042287.1/LR584237.1; chromosome 4:NC_042288.1/LR584242.2; chromosome 5:NC_042289.1/LR584247.1; chromosome 6:NC_042290.1/LR584250.1; chromosome 7:NC_042291.1/LR584238.1; chromosome 8:NC_042292.1/LR584234.2; chromosome 9:NC_042293.1/LR584246.2; chromosome 10:NC_042294.1/LR584251.2; chromosome 11:NC_042295.1/LR584241.1; chromosome 12:NC_042296.1/LR584248.2; chromosome 13:NC_042297.1/LR584232.1; chromosome 14:NC_042298.1/LR584244.1; chromosome 15:NC_042299.1/LR584240.2; chromosome 16:NC_042300.1/LR584249.2; chromosome 17:NC_042301.1/LR584239.2; chromosome 18:NC_042302.1/LR584252.2; chromosome 19:NC_042303.1/LR584235.1; chromosome 20:NC_042304.1/LR584236.2; chromosome 21:NC_042305.1/LR584233.2; chromosome 22:NC_042306.1/LR584243.1; mitochondrion MT:NC_004299.1/	CAAJGN02	128	27437	46760	4/9/19	Chromosome	Wellcome Sanger Institute	SAMEA104384834
Tamandua tetradactyla	mTamTet1	10x	49.5607	1.11E-05	GCA_023851605.1	3205.74	08/30/19	6/22/22	48850	PRJNA561939	561939	Animals	Mammals	39.504	chromosome 1:CM043327.1; chromosome 2:CM043328.1; chromosome 3:CM043329.1; chromosome 4:CM043330.1; chromosome 5:CM043331.1; chromosome 6:CM043332.1; chromosome 7:CM043333.1; chromosome 8:CM043334.1; chromosome 9:CM043335.1; chromosome 10:CM043336.1; chromosome 11:CM043337.1; chromosome 12:CM043338.1; chromosome 13:CM043339.1; chromosome 14:CM043340.1; chromosome 15:CM043341.1; chromosome 16:CM043342.1; chromosome 17:CM043343.1; chromosome 18:CM043344.1; chromosome 19:CM043345.1; chromosome 20:CM043346.1; chromosome 21:CM043347.1; chromosome 22:CM043348.1; chromosome 23:CM043349.1; chromosome 24:CM043350.1; chromosome 25:CM043351.1; chromosome 26:CM043352.1; chromosome X:CM043353.1; chromosome Y:CM043354.1; mitochondrion MT:CM043432.1	JAMSGI01	201	-	-	6/22/22	Chromosome	Vertebrate Genomes Project	SAMN12612337
